ID_Transaccion,Fecha,Dia_Semana,Producto,Categoria,Canal_Venta,Cantidad,Precio_Unitario,Ventas_Soles,Costo_Soles,Utilidad_Soles
TX-1900,2026-09-10,Thursday,Pollo Entero kg,Carnes/Frescos,Tienda Física,3,9.8,29.4,20.7,8.7
TX-1901,2026-09-10,Thursday,Leche Gloria 400g,Lácteos,Tienda Física,2,4.2,8.4,6.2,2.2
TX-1902,2026-09-11,Friday,Arroz Costeño 5kg,Abarrotes,Tienda Física,4,24.5,98.0,72.0,26.0
TX-1903,2026-09-11,Friday,Pollo Entero kg,Carnes/Frescos,WhatsApp,5,9.8,49.0,34.5,14.5
TX-1904,2026-09-11,Friday,Pollo Entero kg,Carnes/Frescos,Tienda Física,3,9.8,29.4,20.7,8.7
TX-1905,2026-09-11,Friday,Detergente Opal 1kg,Limpieza,Yape / Plin,3,12.0,36.0,24.6,11.4
TX-1906,2026-09-11,Friday,Inca Kola 1.5L,Bebidas,Tienda Física,3,7.5,22.5,14.4,8.1
TX-1907,2026-09-11,Friday,Pollo Entero kg,Carnes/Frescos,Tienda Física,1,9.8,9.8,6.9,2.9
TX-1908,2026-09-11,Friday,Galletas Soda Field,Snacks,WhatsApp,5,2.5,12.5,7.0,5.5
TX-1909,2026-09-11,Friday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,2,34.0,68.0,48.0,20.0
TX-1910,2026-09-11,Friday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1911,2026-09-11,Friday,Galletas Soda Field,Snacks,WhatsApp,3,2.5,7.5,4.2,3.3
TX-1912,2026-09-11,Friday,Leche Gloria 400g,Lácteos,Tienda Física,1,4.2,4.2,3.1,1.1
TX-1913,2026-09-11,Friday,Inca Kola 1.5L,Bebidas,Tienda Física,2,7.5,15.0,9.6,5.4
TX-1914,2026-09-11,Friday,Detergente Opal 1kg,Limpieza,Delivery / App,5,12.0,60.0,41.0,19.0
TX-1915,2026-09-11,Friday,Inca Kola 1.5L,Bebidas,Tienda Física,5,7.5,37.5,24.0,13.5
TX-1916,2026-09-11,Friday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1917,2026-09-11,Friday,Inca Kola 1.5L,Bebidas,Delivery / App,4,7.5,30.0,19.2,10.8
TX-1918,2026-09-11,Friday,Aceite Primor 1L,Abarrotes,Tienda Física,4,11.5,46.0,34.0,12.0
TX-1919,2026-09-11,Friday,Cerveza Cusqueña 6pack,Bebidas,Yape / Plin,2,34.0,68.0,48.0,20.0
TX-1920,2026-09-11,Friday,Inca Kola 1.5L,Bebidas,Tienda Física,4,7.5,30.0,19.2,10.8
TX-1921,2026-09-11,Friday,Pollo Entero kg,Carnes/Frescos,Tienda Física,5,9.8,49.0,34.5,14.5
TX-1922,2026-09-11,Friday,Aceite Primor 1L,Abarrotes,Tienda Física,1,11.5,11.5,8.5,3.0
TX-1923,2026-09-11,Friday,Inca Kola 1.5L,Bebidas,Tienda Física,2,7.5,15.0,9.6,5.4
TX-1924,2026-09-11,Friday,Galletas Soda Field,Snacks,WhatsApp,2,2.5,5.0,2.8,2.2
TX-1925,2026-09-11,Friday,Arroz Costeño 5kg,Abarrotes,Yape / Plin,1,24.5,24.5,18.0,6.5
TX-1926,2026-09-11,Friday,Leche Gloria 400g,Lácteos,WhatsApp,3,4.2,12.6,9.3,3.3
TX-1927,2026-09-11,Friday,Inca Kola 1.5L,Bebidas,WhatsApp,5,7.5,37.5,24.0,13.5
TX-1928,2026-09-11,Friday,Aceite Primor 1L,Abarrotes,WhatsApp,3,11.5,34.5,25.5,9.0
TX-1929,2026-09-12,Saturday,Galletas Soda Field,Snacks,WhatsApp,1,2.5,2.5,1.4,1.1
TX-1930,2026-09-12,Saturday,Arroz Costeño 5kg,Abarrotes,WhatsApp,3,24.5,73.5,54.0,19.5
TX-1931,2026-09-12,Saturday,Arroz Costeño 5kg,Abarrotes,Tienda Física,5,24.5,122.5,90.0,32.5
TX-1932,2026-09-12,Saturday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,5,34.0,170.0,120.0,50.0
TX-1933,2026-09-12,Saturday,Detergente Opal 1kg,Limpieza,Yape / Plin,4,12.0,48.0,32.8,15.2
TX-1934,2026-09-12,Saturday,Galletas Soda Field,Snacks,Yape / Plin,1,2.5,2.5,1.4,1.1
TX-1935,2026-09-12,Saturday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,2,34.0,68.0,48.0,20.0
TX-1936,2026-09-12,Saturday,Detergente Opal 1kg,Limpieza,Tienda Física,3,12.0,36.0,24.6,11.4
TX-1937,2026-09-12,Saturday,Leche Gloria 400g,Lácteos,Tienda Física,3,4.2,12.6,9.3,3.3
TX-1938,2026-09-12,Saturday,Detergente Opal 1kg,Limpieza,Tienda Física,4,12.0,48.0,32.8,15.2
TX-1939,2026-09-12,Saturday,Detergente Opal 1kg,Limpieza,Tienda Física,3,12.0,36.0,24.6,11.4
TX-1940,2026-09-12,Saturday,Galletas Soda Field,Snacks,Tienda Física,3,2.5,7.5,4.2,3.3
TX-1941,2026-09-12,Saturday,Arroz Costeño 5kg,Abarrotes,Delivery / App,2,24.5,49.0,36.0,13.0
TX-1942,2026-09-12,Saturday,Detergente Opal 1kg,Limpieza,Tienda Física,1,12.0,12.0,8.2,3.8
TX-1943,2026-09-12,Saturday,Leche Gloria 400g,Lácteos,Yape / Plin,3,4.2,12.6,9.3,3.3
TX-1944,2026-09-12,Saturday,Arroz Costeño 5kg,Abarrotes,Tienda Física,4,24.5,98.0,72.0,26.0
TX-1945,2026-09-12,Saturday,Galletas Soda Field,Snacks,Tienda Física,1,2.5,2.5,1.4,1.1
TX-1946,2026-09-12,Saturday,Galletas Soda Field,Snacks,Tienda Física,1,2.5,2.5,1.4,1.1
TX-1947,2026-09-12,Saturday,Galletas Soda Field,Snacks,Tienda Física,4,2.5,10.0,5.6,4.4
TX-1948,2026-09-12,Saturday,Detergente Opal 1kg,Limpieza,Tienda Física,5,12.0,60.0,41.0,19.0
TX-1949,2026-09-12,Saturday,Pollo Entero kg,Carnes/Frescos,Tienda Física,1,9.8,9.8,6.9,2.9
TX-1950,2026-09-12,Saturday,Pollo Entero kg,Carnes/Frescos,Tienda Física,1,9.8,9.8,6.9,2.9
TX-1951,2026-09-12,Saturday,Arroz Costeño 5kg,Abarrotes,Tienda Física,3,24.5,73.5,54.0,19.5
TX-1952,2026-09-12,Saturday,Arroz Costeño 5kg,Abarrotes,WhatsApp,3,24.5,73.5,54.0,19.5
TX-1953,2026-09-12,Saturday,Arroz Costeño 5kg,Abarrotes,Tienda Física,4,24.5,98.0,72.0,26.0
TX-1954,2026-09-12,Saturday,Inca Kola 1.5L,Bebidas,WhatsApp,2,7.5,15.0,9.6,5.4
TX-1955,2026-09-12,Saturday,Detergente Opal 1kg,Limpieza,Delivery / App,1,12.0,12.0,8.2,3.8
TX-1956,2026-09-12,Saturday,Galletas Soda Field,Snacks,Yape / Plin,5,2.5,12.5,7.0,5.5
TX-1957,2026-09-12,Saturday,Pollo Entero kg,Carnes/Frescos,WhatsApp,4,9.8,39.2,27.6,11.6
TX-1958,2026-09-12,Saturday,Pollo Entero kg,Carnes/Frescos,WhatsApp,2,9.8,19.6,13.8,5.8
TX-1959,2026-09-12,Saturday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,5,34.0,170.0,120.0,50.0
TX-1960,2026-09-12,Saturday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,3,34.0,102.0,72.0,30.0
TX-1961,2026-09-12,Saturday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,5,34.0,170.0,120.0,50.0
TX-1962,2026-09-12,Saturday,Arroz Costeño 5kg,Abarrotes,Yape / Plin,4,24.5,98.0,72.0,26.0
TX-1963,2026-09-12,Saturday,Aceite Primor 1L,Abarrotes,Tienda Física,1,11.5,11.5,8.5,3.0
TX-1964,2026-09-12,Saturday,Galletas Soda Field,Snacks,Delivery / App,4,2.5,10.0,5.6,4.4
